generation,N_shifts,eventRate
25320001,0,0.340048
25330001,0,0.900468
25340001,2,2.91181
25350001,0,0.115978
25360001,0,0.484789
25370001,0,0.951158
25380001,1,0.269355
25390001,1,2.08763
25400001,3,2.31125
25410001,2,1.18152
25420001,2,1.01351
25430001,1,0.835497
25440001,0,0.453528
25450001,0,0.077108
25460001,0,1.37684
25470001,1,1.35855
25480001,0,0.0501953
25490001,0,0.823555
25500001,3,1.08177
25510001,3,2.03377
25520001,0,0.720651
25530001,0,2.1669
25540001,4,1.50012
25550001,0,0.0169901
25560001,0,0.0444155
25570001,0,1.19986
25580001,0,0.00351305
25590001,3,2.66025
25600001,3,0.931309
25610001,0,0.0630789
25620001,0,0.610344
25630001,0,0.268406
25640001,0,0.0584395
25650001,0,0.335342
25660001,0,0.459082
25670001,3,1.61228
25680001,0,0.0769592
25690001,0,1.14267
25700001,2,1.11277
25710001,4,3.93381
25720001,0,0.713568
25730001,1,0.787121
25740001,1,0.436806
25750001,0,1.61966
25760001,1,0.350532
25770001,1,0.821872
25780001,0,0.0257364
25790001,3,3.56666
25800001,1,0.194163
25810001,0,0.145649
25820001,2,1.71846
25830001,0,0.478519
25840001,1,3.02648
25850001,4,2.48767
25860001,0,0.176282
25870001,0,0.0415517
25880001,0,0.132188
25890001,1,2.11514
25900001,2,1.94626
25910001,3,1.55404
25920001,0,0.257376
25930001,1,0.545141
25940001,1,1.16526
25950001,0,0.280705
25960001,0,0.256007
25970001,0,0.189708
25980001,1,0.783887
25990001,3,0.638121
26000001,0,0.105451
26010001,0,0.185603
26020001,0,0.176119
26030001,1,0.926974
26040001,1,0.185432
26050001,0,0.033512
26060001,2,1.34508
26070001,1,0.533417
26080001,0,5.06379
26090001,1,0.279979
26100001,2,0.593188
26110001,0,0.763674
26120001,1,1.73479
26130001,0,0.658292
26140001,0,0.0323883
26150001,1,1.81677
26160001,1,0.871517
26170001,1,2.31253
26180001,0,0.632598
26190001,1,0.351604
26200001,2,0.457892
26210001,1,1.28859
26220001,2,0.537673
26230001,0,0.394773
26240001,0,1.07854
26250001,1,0.0544566
26260001,1,0.46091
26270001,0,1.06555
26280001,0,0.458607
26290001,0,0.126264
26300001,0,0.433116
26310001,1,1.02265
26320001,1,0.538287
26330001,0,0.447091
26340001,1,1.36906
26350001,0,1.51785
26360001,1,1.2759
26370001,1,1.5454
26380001,2,0.854373
26390001,0,0.437064
26400001,0,1.11883
26410001,0,0.422354
26420001,2,1.35163
26430001,1,0.57918
26440001,1,2.41589
26450001,1,1.19921
26460001,0,0.19568
26470001,0,0.77554
26480001,1,0.29966
26490001,2,1.42512
26500001,2,0.0421219
26510001,3,4.26516
26520001,1,2.66974
26530001,1,2.53608
26540001,1,2.07995
26550001,0,0.276959
26560001,0,0.506284
26570001,0,0.171243
26580001,1,0.840242
26590001,0,0.312331
26600001,1,0.639676
26610001,1,1.48848
26620001,0,0.206565
26630001,0,0.679664
26640001,1,1.15833
26650001,0,0.371709
26660001,0,0.084248
26670001,0,0.0892145
26680001,0,0.00711365
26690001,1,0.462488
26700001,1,0.341595
26710001,2,2.83058
26720001,2,0.565149
26730001,2,0.922043
26740001,1,0.377437
26750001,0,0.104111
26760001,1,1.39075
26770001,0,0.136274
26780001,2,1.19699
26790001,1,4.79157
26800001,0,0.0611675
26810001,3,2.21876
26820001,0,0.144963
26830001,1,2.8607
26840001,1,0.41027
26850001,0,0.0249603
26860001,0,0.685242
26870001,0,0.714249
26880001,1,1.04428
26890001,0,0.974337
26900001,2,0.483303
26910001,1,0.88355
26920001,3,0.315849
26930001,0,0.251272
26940001,0,0.00588241
26950001,4,2.89187
26960001,2,0.651291
26970001,0,0.436834
26980001,3,3.9057
26990001,1,0.900169
27000001,1,2.18648
27010001,3,3.01226
27020001,2,0.977228
27030001,2,1.70789
27040001,1,0.39794
27050001,0,0.018823
27060001,0,0.551905
27070001,0,0.190857
27080001,1,0.0782443
27090001,2,1.05216
27100001,2,2.14898
27110001,0,0.0523943
27120001,0,0.194894
27130001,0,0.633987
27140001,2,0.5566
27150001,0,0.241069
27160001,1,0.730794
27170001,0,1.99301
27180001,1,0.942595
27190001,1,0.0390527
27200001,0,4.52751
27210001,0,0.647896
27220001,1,0.411964
27230001,1,0.418845
27240001,0,0.00166389
27250001,0,0.0607221
27260001,1,0.180581
27270001,1,0.63993
27280001,1,0.588813
27290001,3,2.53117
27300001,0,0.0235503
27310001,0,0.802631
27320001,0,3.06303
27330001,0,0.438952
27340001,0,0.751796
27350001,0,0.188375
27360001,3,0.411961
27370001,1,0.697537
27380001,1,0.244505
27390001,2,1.17906
27400001,0,0.0166634
27410001,0,0.0609588
27420001,0,0.0743418
27430001,1,0.398244
27440001,2,1.66045
27450001,1,0.367244
27460001,1,0.315116
27470001,1,0.29769
27480001,0,0.778934
27490001,2,1.3826
27500001,0,0.0933842
27510001,0,0.000767403
27520001,0,0.0577258
27530001,1,3.13876
27540001,1,2.1762
27550001,0,0.137096
27560001,0,0.103011
27570001,2,1.87518
27580001,0,0.0671304
27590001,1,0.301386
27600001,0,0.111926
27610001,1,0.415758
27620001,1,0.235794
27630001,1,0.704739
27640001,1,0.973142
27650001,1,3.18814
27660001,1,0.376607
27670001,0,0.380311
27680001,0,0.26571
27690001,0,0.0644398
27700001,1,1.68579
27710001,0,0.477626
27720001,0,0.0787736
27730001,0,0.116989
27740001,0,1.59548
27750001,1,0.785907
27760001,1,0.940655
27770001,0,0.694345
27780001,1,0.284629
27790001,2,3.6772
27800001,0,0.0317837
27810001,1,0.539274
27820001,0,0.316166
27830001,0,0.142016
27840001,0,0.407872
27850001,2,0.424558
27860001,0,0.384768
27870001,1,1.81142
27880001,0,0.395024
27890001,1,4.62486
27900001,2,0.0576435
27910001,2,0.986481
27920001,1,1.29504
27930001,2,0.938159
27940001,0,0.983212
27950001,0,0.213268
27960001,1,2.25306
27970001,1,0.623329
27980001,0,0.287934
27990001,0,0.828851
28000001,0,0.473999
28010001,0,0.31328
28020001,2,2.42664
28030001,0,0.0984331
28040001,0,0.915367
28050001,0,0.0171988
28060001,0,1.97788
28070001,0,1.81968
28080001,0,0.173845
28090001,3,0.150318
28100001,0,2.96043
28110001,0,0.408401
28120001,1,1.57326
28130001,2,1.64708
28140001,0,0.160451
28150001,1,0.689823
28160001,2,1.68338
28170001,0,0.574265
28180001,3,2.29517
28190001,1,0.371661
28200001,0,0.62401
28210001,0,1.47925
28220001,0,0.291522
28230001,0,0.229734
28240001,1,0.31438
28250001,2,0.167675
28260001,2,0.579664
28270001,0,0.785535
28280001,0,0.237756
28290001,0,1.0471
28300001,0,0.140709
28310001,1,0.289764
28320001,0,0.147965
28330001,2,0.757403
28340001,0,0.899673
28350001,1,0.629429
28360001,0,0.137589
28370001,0,0.0475053
28380001,0,1.04179
28390001,2,2.44727
28400001,1,0.158753
28410001,1,1.0651
28420001,3,1.35374
28430001,0,0.413107
28440001,1,0.743616
28450001,3,0.972503
28460001,2,1.26392
28470001,4,1.13087
28480001,1,0.345117
28490001,1,0.45239
28500001,1,1.17132
28510001,2,1.59403
28520001,1,0.985694
28530001,0,0.32171
28540001,1,1.48611
28550001,2,0.463711
28560001,0,0.0551272
28570001,0,0.395144
28580001,2,0.377959
28590001,0,0.036777
28600001,0,0.103694
28610001,1,1.05606
28620001,0,0.353109
28630001,1,1.84171
28640001,2,1.88137
28650001,1,1.18986
28660001,2,3.56179
28670001,0,0.305261
28680001,0,0.146076
28690001,0,0.39571
28700001,0,0.55776
28710001,0,0.241469
28720001,0,0.743467
28730001,0,0.752889
28740001,3,0.517371
28750001,0,0.0711669
28760001,0,1.46789
28770001,1,1.06273
28780001,1,1.00009
28790001,0,0.306063
28800001,4,1.29734
28810001,2,0.163912
28820001,2,0.379946
28830001,0,0.199478
28840001,0,0.211495
28850001,2,0.286434
28860001,0,0.0259632
28870001,0,0.604789
28880001,0,2.17148
28890001,0,0.0718316
28900001,0,1.34824
28910001,1,1.65766
28920001,0,1.42413
28930001,0,0.846049
28940001,0,0.940958
28950001,0,0.0505013
28960001,0,0.173417
28970001,0,0.0122477
28980001,3,1.06166
28990001,3,0.556696
29000001,0,0.0608504
29010001,0,0.108812
29020001,0,1.23429
29030001,1,0.713131
29040001,0,0.0531767
29050001,1,1.36471
29060001,1,0.861557
29070001,0,0.0901716
29080001,0,0.394318
29090001,2,0.889958
29100001,0,0.526746
29110001,0,0.847966
29120001,1,1.50731
29130001,1,0.0817254
29140001,1,1.90583
29150001,0,1.11812
29160001,0,0.0868353
29170001,0,0.384895
29180001,0,1.66497
29190001,2,1.39648
29200001,0,0.20495
29210001,1,2.18465
29220001,0,0.922062
29230001,5,3.12487
29240001,0,0.476171
29250001,0,0.891505
29260001,1,1.45416
29270001,1,0.885526
29280001,1,0.0573118
29290001,1,1.14822
29300001,0,0.245
29310001,2,1.74783
29320001,3,3.14249
29330001,1,0.0930061
29340001,1,2.42687
29350001,0,2.58778
29360001,1,2.07291
29370001,2,0.773295
29380001,0,0.270137
29390001,1,0.838348
29400001,1,1.55272
29410001,2,1.26324
29420001,3,2.82318
29430001,2,2.68319
29440001,1,0.566899
29450001,0,0.0117472
29460001,0,0.914306
29470001,0,0.239166
29480001,1,0.00749399
29490001,3,0.194103
29500001,3,0.980766
29510001,0,1.14108
29520001,2,1.22252
29530001,0,0.0322957
29540001,0,0.451301
29550001,1,0.256039
29560001,2,2.43457
29570001,5,0.580107
29580001,2,0.435921
29590001,0,0.688496
29600001,1,0.333473
29610001,1,0.648745
29620001,1,1.02557
29630001,0,0.426554
29640001,3,1.15732
29650001,1,3.32844
29660001,1,2.18715
29670001,1,1.26413
29680001,3,0.727066
29690001,0,0.761704
29700001,0,1.38567
29710001,1,1.2334
29720001,0,0.0658337
29730001,0,0.411078
29740001,1,0.237255
29750001,4,3.28663
29760001,1,0.229539
29770001,0,1.4183
29780001,2,0.905505
29790001,1,0.268402
29800001,0,0.0258854
29810001,2,0.89365
29820001,1,0.187434
29830001,1,0.922915
29840001,1,1.07314
29850001,3,1.45414
29860001,0,0.358727
29870001,0,0.0737315
29880001,0,0.133779
29890001,2,2.24445
29900001,0,0.539618
29910001,0,0.20065
29920001,0,2.89083
29930001,0,1.0818
29940001,2,0.431074
29950001,3,3.1407
29960001,1,1.32764
29970001,1,0.971061
29980001,1,2.16232
29990001,1,2.26334
30000001,1,1.02356
30010001,0,0.561528
30020001,1,0.234449
30030001,0,0.0849341
30040001,0,0.0671403
30050001,0,0.134142
30060001,0,0.57531
30070001,1,0.441428
30080001,0,0.0576007
30090001,0,1.25143
30100001,0,0.432337
30110001,2,0.591661
30120001,1,0.496376
30130001,0,0.948527
30140001,2,3.41246
30150001,3,0.893099
30160001,2,1.03398
30170001,3,2.28936
30180001,0,0.362921
30190001,2,2.53603
30200001,3,1.85471
30210001,2,3.37577
30220001,0,0.275025
30230001,0,0.784824
30240001,0,1.09809
30250001,1,0.481952
30260001,1,0.579317
30270001,1,2.88422
30280001,1,0.670243
30290001,1,0.949978
30300001,1,1.02169
30310001,3,1.47351
30320001,1,1.90713
30330001,2,0.313316
30340001,0,0.637802
30350001,1,0.194855
30360001,1,1.35956
30370001,2,0.950325
30380001,0,1.71251
30390001,1,2.57274
30400001,4,0.103063
30410001,2,0.797436
30420001,1,0.67986
30430001,2,2.15717
30440001,1,3.60632
30450001,0,0.49986
30460001,0,0.187246
30470001,0,0.49831
30480001,0,0.150856
30490001,3,1.31979
30500001,1,1.53045
30510001,2,1.66134
30520001,2,2.59992
30530001,0,0.245314
30540001,0,0.122897
30550001,2,2.3483
30560001,3,4.64841
30570001,1,1.48546
30580001,0,1.86586
30590001,0,0.373
30600001,1,1.05616
30610001,2,0.52101
30620001,1,0.100228
30630001,0,1.19148
30640001,0,0.39075
30650001,0,0.712779
30660001,3,0.825013
30670001,1,5.03064
30680001,1,1.17967
30690001,4,1.67865
30700001,0,0.143958
30710001,0,0.152657
30720001,1,1.31843
30730001,0,0.181671
30740001,1,0.749045
30750001,2,1.02933
30760001,0,0.352488
30770001,0,0.996519
30780001,2,0.190834
30790001,1,1.93485
30800001,1,1.16706
30810001,0,0.661466
30820001,0,0.170712
30830001,0,2.01849
30840001,1,0.476322
30850001,1,0.187134
30860001,1,0.242956
30870001,0,0.0357197
30880001,1,4.57251
30890001,1,2.11204
30900001,0,0.174533
30910001,3,5.73806
30920001,2,0.907122
30930001,3,1.78259
30940001,1,1.57407
30950001,0,0.549355
30960001,1,0.0783337
30970001,3,1.49371
30980001,0,0.377614
30990001,0,0.162273
31000001,2,0.474337
31010001,2,0.170476
31020001,0,0.237861
31030001,1,1.37336
31040001,2,0.732972
31050001,0,0.353119
31060001,0,0.126114
31070001,1,1.78207
31080001,0,1.14239
31090001,0,0.283798
31100001,1,3.05919
31110001,0,2.39744
31120001,1,0.414602
31130001,0,0.302858
31140001,1,0.894332
31150001,1,0.389612
31160001,1,0.961785
31170001,0,1.31447
31180001,0,0.655465
31190001,1,1.15989
31200001,2,0.654821
31210001,0,0.575356
31220001,1,1.07869
31230001,1,0.441168
31240001,1,0.694687
31250001,0,0.455648
31260001,0,0.0367826
31270001,1,0.808927
31280001,0,0.137042
31290001,2,0.285296
31300001,0,0.471693
31310001,0,0.0720482
31320001,0,1.76556
31330001,1,2.16418
31340001,1,1.75614
31350001,0,0.599615
31360001,1,0.294508
31370001,0,1.27692
31380001,1,0.756415
31390001,0,0.619316
31400001,0,0.137887
31410001,1,0.037875
31420001,0,0.396346
31430001,2,1.65512
31440001,2,0.524707
31450001,0,0.64318
31460001,0,0.316218
31470001,0,0.76114
31480001,2,0.580017
31490001,0,0.633221
31500001,0,0.753267
31510001,2,1.87244
31520001,0,0.0866246
31530001,0,0.0430909
31540001,1,0.674449
31550001,1,1.08345
31560001,0,0.0027152
31570001,2,1.31985
31580001,1,0.494804
31590001,1,0.592153
31600001,0,1.40159
31610001,0,0.350155
31620001,2,1.11659
31630001,2,2.00455
31640001,1,0.198938
31650001,0,0.665277
31660001,1,1.28189
31670001,2,0.468776
31680001,0,0.156105
31690001,2,1.10121
31700001,0,1.74584
31710001,0,0.0471438
31720001,0,0.447565
31730001,0,0.762924
31740001,0,0.438151
31750001,0,0.522487
31760001,0,1.05803
31770001,2,1.56906
31780001,1,1.0095
31790001,1,0.255005
31800001,0,0.0415179
31810001,0,0.956853
31820001,0,0.0140463
31830001,0,0.674383
31840001,4,1.76672
31850001,0,0.100795
31860001,1,1.16887
31870001,0,0.0164357
31880001,0,0.285319
31890001,0,0.0361108
31900001,1,0.238903
31910001,2,0.339439
31920001,2,1.17977
31930001,0,0.34299
31940001,0,0.0549596
31950001,1,1.05925
31960001,0,0.0224821
31970001,0,1.99133
31980001,0,0.461
31990001,3,0.257951
32000001,1,4.27404
32010001,1,0.684579
32020001,1,3.78198
32030001,3,0.89744
32040001,0,1.27226
32050001,0,0.0413941
32060001,1,1.01836
32070001,0,0.423003
32080001,3,0.770339
32090001,1,4.06176
32100001,1,1.54612
32110001,0,4.40913
32120001,0,0.995032
32130001,1,1.67939
32140001,0,1.63693
32150001,0,0.74721
32160001,1,2.33269
32170001,4,2.87813
32180001,0,1.4511
32190001,0,0.241731
32200001,4,3.76515
32210001,1,1.14334
32220001,3,1.94007
32230001,0,0.420465
32240001,1,0.22436
32250001,1,0.579996
32260001,1,0.646722
32270001,1,0.99488
32280001,0,0.205098
32290001,0,0.898466
32300001,2,3.19984
32310001,0,1.91833
32320001,2,1.75468
32330001,1,0.146758
32340001,0,0.0128805
32350001,2,1.00376
32360001,3,3.98241
32370001,0,0.0900293
32380001,2,1.10002
32390001,0,0.522217
32400001,0,0.0886682
32410001,0,0.673799
32420001,0,0.493899
32430001,0,1.01726
32440001,0,0.554973
32450001,0,0.0343584
32460001,1,3.37302
32470001,2,1.22911
32480001,0,0.445162
32490001,1,0.439241
32500001,0,0.594561
32510001,0,0.28885
32520001,3,1.1731
32530001,0,1.44261
32540001,0,2.16597
32550001,0,0.00650556
32560001,0,0.208359
32570001,2,1.8698
32580001,4,1.18582
32590001,1,1.60113
32600001,1,1.94298
32610001,1,0.223413
32620001,3,0.229538
32630001,0,1.22817
32640001,0,0.768779
32650001,1,0.263277
32660001,2,1.23015
32670001,4,2.13174
32680001,0,0.065948
32690001,0,0.11634
32700001,1,0.736913
32710001,0,1.47615
32720001,3,1.30203
32730001,1,0.515652
32740001,2,1.57175
32750001,0,0.790671
32760001,2,1.83589
32770001,0,0.213297
32780001,3,1.43357
32790001,3,2.20336
32800001,1,0.660547
32810001,0,0.056841
32820001,2,1.23442
32830001,3,0.994898
32840001,1,0.62499
32850001,3,0.666433
32860001,2,0.0198359
32870001,0,0.0531543
32880001,0,0.0230896
32890001,2,3.19687
32900001,2,2.5729
32910001,2,1.56086
32920001,2,1.37134
32930001,0,1.15054
32940001,0,1.47292
32950001,3,1.09064
32960001,0,0.270942
32970001,1,1.37177
32980001,0,0.109479
32990001,1,0.0431231
33000001,0,0.333441
33010001,3,2.23124
33020001,1,0.498692
33030001,1,0.771203
33040001,0,0.00999142
33050001,0,0.225183
33060001,0,0.609053
33070001,0,0.916283
33080001,0,1.26262
33090001,0,0.212893
33100001,1,1.83861
33110001,1,0.747317
33120001,1,0.440955
33130001,0,0.508904
33140001,0,0.356155
33150001,0,0.0970804
33160001,3,0.381105
33170001,1,0.492082
33180001,3,0.24486
33190001,2,0.520596
33200001,2,2.37276
33210001,0,0.00933208
33220001,0,1.09463
33230001,0,2.07915
33240001,1,0.322676
33250001,0,0.0379714
33260001,2,2.35032
33270001,0,0.505467
33280001,1,0.103545
33290001,1,0.430063
33300001,1,0.648261
33310001,1,0.469544
33320001,1,1.13046
33330001,1,0.933529
33340001,1,0.442279
33350001,1,1.12871
33360001,1,1.25229
33370001,1,1.23924
33380001,3,3.11296
33390001,0,0.673067
33400001,1,0.902745
33410001,0,0.0239175
33420001,0,1.81368
33430001,3,2.69629
33440001,1,1.60456
33450001,0,0.0583605
33460001,1,0.273768
33470001,2,1.58613
33480001,1,0.985528
33490001,0,1.12445
33500001,0,1.47873
33510001,0,0.546152
33520001,0,0.176447
33530001,1,1.42634
33540001,1,0.402553
33550001,2,1.6031
33560001,1,4.80699
33570001,0,1.69906
33580001,0,0.389015
33590001,0,0.0387632
33600001,3,1.69887
33610001,0,0.124839
33620001,1,0.859892
33630001,2,1.71046
33640001,1,0.769452
33650001,1,0.899638
33660001,1,0.0767771
33670001,1,1.53296
33680001,1,0.0675483
33690001,0,0.804235
33700001,1,1.02769
33710001,3,1.83292
33720001,2,0.509028
33730001,3,0.647068
33740001,1,2.89436
33750001,4,4.55055
33760001,1,0.754159
33770001,0,0.0398509
33780001,4,3.17673
33790001,1,0.277903
33800001,1,0.413873
33810001,0,0.306898
33820001,0,0.126536
33830001,2,0.498904
33840001,0,0.594
33850001,2,2.59776
33860001,1,1.35466
33870001,2,0.204269
33880001,2,0.400657
33890001,0,1.23246
33900001,3,1.21362
33910001,0,0.658939
33920001,1,1.81321
33930001,0,0.424848
33940001,0,0.748824
33950001,1,0.905462
33960001,0,0.626846
33970001,0,0.614484
33980001,1,1.63213
33990001,1,1.08271
34000001,6,1.82013
34010001,0,0.113129
34020001,0,0.453166
34030001,0,0.0229236
34040001,0,0.0732481
34050001,0,0.00428636
34060001,0,0.085505
34070001,2,0.348291
34080001,0,2.89833
34090001,0,0.204549
34100001,1,0.516776
34110001,0,0.222425
34120001,1,1.22581
34130001,0,1.16346
34140001,1,4.09939
34150001,0,0.0868689
34160001,1,0.484125
34170001,3,1.04805
34180001,0,0.321796
34190001,2,0.908982
34200001,0,4.27863
34210001,0,0.28947
34220001,0,0.314675
34230001,2,0.202891
34240001,1,0.428169
34250001,0,0.945941
34260001,2,0.599593
34270001,0,0.863941
34280001,1,0.989352
34290001,0,0.207483
34300001,0,0.106853
34310001,1,0.811845
34320001,0,0.326224
34330001,5,1.51363
34340001,0,2.3073
34350001,0,0.114575
34360001,1,1.55705
34370001,2,0.694696
34380001,0,0.58456
34390001,2,1.49029
34400001,0,0.235048
34410001,1,1.66722
34420001,1,0.352073
34430001,0,0.335091
34440001,2,1.61588
34450001,1,1.81648
34460001,4,3.20657
34470001,2,0.744201
34480001,0,0.355423
34490001,0,0.161097
34500001,4,2.00947
34510001,0,1.16376
34520001,0,0.0777432
34530001,0,0.368549
34540001,2,0.665226
34550001,1,0.279626
34560001,1,1.87817
34570001,1,0.375893
34580001,4,2.8056
34590001,2,2.25429
34600001,0,1.40719
34610001,2,0.158821
34620001,2,2.1902
34630001,0,0.169268
34640001,1,0.594803
34650001,1,0.0583786
34660001,1,0.876513
34670001,0,0.0268698
34680001,2,0.409747
34690001,2,3.38685
34700001,2,0.793802
34710001,0,1.2978
34720001,0,0.288053
34730001,3,2.84344
34740001,0,0.00679538
34750001,0,2.7072
34760001,0,1.33794
34770001,0,0.481269
34780001,0,0.167397
34790001,0,0.0982284
34800001,0,0.254278
34810001,1,1.62056
34820001,0,0.0799984
34830001,0,0.957024
34840001,0,0.406604
34850001,0,0.70028
34860001,0,0.259029
34870001,0,1.18591
34880001,0,1.15134
34890001,1,0.313828
34900001,1,1.42218
34910001,0,0.414562
34920001,0,0.868699
34930001,6,1.01172
34940001,0,1.29828
34950001,1,1.24549
34960001,1,0.474031
34970001,0,1.29842
34980001,1,0.142096
34990001,0,0.31676
35000001,3,0.602142
35010001,0,0.105187
35020001,5,2.53862
35030001,0,0.268384
35040001,1,0.310877
35050001,0,0.0677974
35060001,0,0.303872
35070001,0,0.560448
35080001,1,2.28575
35090001,5,2.72101
35100001,0,0.134541
35110001,0,0.28894
35120001,1,0.835759
35130001,1,0.427788
35140001,0,0.819845
35150001,0,0.0351762
35160001,3,0.579606
35170001,2,0.747365
35180001,1,2.11093
35190001,4,0.853569
35200001,0,0.114098
35210001,0,0.153536
35220001,4,0.492807
35230001,1,0.122872
35240001,1,0.0820984
35250001,1,1.24844
35260001,0,0.177713
35270001,1,1.86572
35280001,2,1.02988
35290001,1,0.196288
35300001,0,0.337847
35310001,1,0.574009
35320001,1,1.71802
35330001,1,1.91165
35340001,2,0.0989754
35350001,1,2.37945
35360001,0,0.662772
35370001,0,0.134208
35380001,0,1.02488
35390001,1,3.14971
35400001,2,0.155267
35410001,1,3.02911
35420001,3,5.4153
35430001,1,1.02401
35440001,1,1.50783
35450001,1,2.89452
35460001,1,0.210702
35470001,2,0.52158
35480001,3,1.89753
35490001,0,0.414317
35500001,2,0.113701
35510001,0,0.0829347
35520001,1,2.60338
35530001,4,2.13047
35540001,0,0.235362
35550001,1,2.21406
35560001,0,0.226117
35570001,0,1.16526
35580001,0,0.145147
35590001,3,0.630632
35600001,4,1.90841
35610001,0,0.00198276
35620001,2,0.260149
35630001,1,0.730877
35640001,0,0.616027
35650001,0,0.336824
35660001,1,0.654259
35670001,1,1.26618
35680001,4,0.919508
35690001,0,0.123813
35700001,1,1.99783
35710001,1,0.327016
35720001,1,1.54851
35730001,0,0.660094
35740001,1,0.9276
35750001,0,0.0927432
35760001,0,0.064929
35770001,1,0.500853
35780001,0,0.0854238
35790001,2,3.98602
35800001,0,0.165467
35810001,0,0.532655
35820001,1,0.909512
35830001,1,0.433989
35840001,0,1.46272
35850001,0,0.354275
35860001,1,0.606515
35870001,1,0.661955
35880001,0,0.19584
35890001,0,0.107247
35900001,4,1.61131
35910001,0,0.0883365
35920001,0,0.0266783
35930001,1,1.56427
35940001,0,1.9427
35950001,0,0.609279
35960001,1,0.399076
35970001,0,1.08103
35980001,2,0.249677
35990001,0,0.287743
36000001,0,0.101818
36010001,1,2.42885
36020001,0,0.256339
36030001,0,1.83702
36040001,1,0.421585
36050001,0,0.181575
36060001,3,2.25337
36070001,1,0.691769
36080001,0,0.0588212
36090001,1,0.949124
36100001,0,0.295338
36110001,1,0.532257
36120001,0,0.039634
36130001,1,0.517711
36140001,1,0.315078
36150001,1,1.01659
36160001,0,0.832353
36170001,0,0.979026
36180001,0,0.312285
36190001,0,0.269793
36200001,1,1.32817
36210001,1,0.236803
36220001,2,1.54728
36230001,1,0.646613
36240001,1,0.221604
36250001,1,0.89434
36260001,0,0.346816
36270001,1,0.389469
36280001,1,1.29381
36290001,1,2.21447
36300001,0,1.22253
36310001,1,1.15493
36320001,0,0.00617755
36330001,0,0.471809
36340001,0,0.00177491
36350001,4,1.641
36360001,1,1.52329
36370001,4,4.307
36380001,2,0.371981
36390001,3,2.70414
36400001,2,1.24809
36410001,0,0.00752004
36420001,0,0.167827
36430001,2,0.180566
36440001,1,1.29916
36450001,0,0.248904
36460001,0,0.111343
36470001,2,1.00394
36480001,3,2.24047
36490001,0,0.606789
36500001,0,0.8366
36510001,1,1.57418
36520001,2,1.68865
36530001,1,0.226012
36540001,0,0.502292
36550001,2,1.00137
36560001,0,0.141219
36570001,0,0.758072
36580001,0,0.147909
36590001,0,0.627935
36600001,1,1.74353
36610001,0,0.0188152
36620001,0,0.303843
36630001,0,0.0155059
36640001,0,0.125998
36650001,1,0.908638
36660001,0,0.677013
36670001,0,0.826392
36680001,0,0.0522657
36690001,2,1.40675
36700001,1,0.189307
36710001,1,1.09579
36720001,0,0.0349083
36730001,2,1.79153
36740001,1,0.665285
36750001,2,1.2681
36760001,0,1.01734
36770001,0,0.199593
36780001,2,0.895595
36790001,1,1.24505
36800001,1,0.542901
36810001,0,0.397735
36820001,1,0.416731
36830001,1,0.309463
36840001,0,0.4674
36850001,1,0.403451
36860001,0,0.177712
36870001,0,0.293986
36880001,2,0.826945
36890001,2,2.12057
36900001,1,1.55788
36910001,3,1.18015
36920001,0,1.15995
36930001,1,1.03433
36940001,0,0.276153
36950001,4,1.46813
36960001,4,0.417075
36970001,1,1.103
36980001,0,0.199358
36990001,0,0.0834621
37000001,3,3.21376
37010001,2,2.30714
37020001,0,0.506503
37030001,0,0.393789
37040001,0,0.48046
37050001,0,0.214152
37060001,0,0.584612
37070001,1,0.83721
37080001,1,0.62572
37090001,2,1.5089
37100001,0,0.491937
37110001,0,1.21538
37120001,0,0.877356
37130001,1,1.15427
37140001,0,0.251666
37150001,2,1.34608
37160001,1,0.915775
37170001,0,0.00793293
37180001,0,0.208613
37190001,1,1.84996
37200001,0,0.405704
37210001,1,0.662998
37220001,0,0.204511
37230001,2,0.303171
37240001,1,0.0980284
37250001,1,1.54833
37260001,1,1.10957
37270001,0,0.490511
37280001,1,3.07745
37290001,0,0.0119228
37300001,0,0.0798365
37310001,0,0.469478
37320001,0,0.344283
37330001,2,0.45793
37340001,2,0.32422
37350001,0,1.30034
37360001,0,0.252033
37370001,0,0.246784
37380001,0,0.0954848
37390001,1,1.10968
37400001,0,0.819783
37410001,0,0.0435013
37420001,1,2.18143
37430001,0,2.73111
37440001,0,1.07866
37450001,1,0.124879
37460001,4,0.320557
37470001,0,0.742417
37480001,1,1.97297
37490001,1,2.2073
37500001,2,1.04937
37510001,1,2.85984
37520001,2,1.48913
37530001,1,0.0754382
37540001,0,0.0564971
37550001,2,0.302681
37560001,0,0.491604
37570001,0,0.352589
37580001,1,0.134523
37590001,0,0.189284
37600001,3,0.755207
37610001,2,0.944395
37620001,0,0.144335
37630001,0,0.339884
37640001,0,0.573318
37650001,0,0.241388
37660001,0,0.125187
37670001,0,0.144401
37680001,1,2.80158
37690001,2,2.26333
37700001,0,0.0816227
37710001,2,1.97167
37720001,0,0.0427845
37730001,1,0.74657
37740001,0,0.961308
37750001,0,1.3207
37760001,0,0.0221112
37770001,0,0.0921642
37780001,2,5.6624
37790001,0,0.395868
37800001,2,0.325746
37810001,0,0.499536
37820001,2,0.677108
37830001,2,0.92619
37840001,0,0.408096
37850001,0,0.114807
37860001,0,0.0974194
37870001,1,0.788399
37880001,0,0.271723
37890001,1,2.25833
37900001,0,0.02909
